ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
474 -0.177323 1.25045 0.351179
397 -0.241819 -0.420913 -0.984722
485 1.43426 2.25411 -0.0733112
361 0.0124257 0.934073 1.32143
429 -0.566148 0.775347 0.0756947
175 -0.0345317 -0.35134 0.412541
285 0.409297 -0.116478 0.474837
61 -0.826845 -0.00173687 0.411125
301 -0.182342 -1.49813 -1.69806
180 1.0469 0.605141 0.358842
495 -0.717005 0.192635 -0.715562
231 -0.347804 0.710353 -0.146008
73 0.239187 -0.968273 -1.64292
415 -0.716986 -0.447887 -0.123451
159 0.555444 -0.0909426 0.395192
287 -0.234513 -0.2279 -1.05337
455 -0.487155 -1.56152 -0.106457
214 -0.171571 -2.11166 0.392136
438 1.05105 -0.475117 0.279278
368 -0.798642 0.458836 0.178936
143 -0.65218 -0.485633 -0.032131
433 -0.378416 -0.275539 -0.00914404
87 -0.37627 0.0810937 -0.345745
151 0.405641 -0.0648136 -0.922087
471 0.67534 1.96658 0.436124
311 -0.213142 -0.798543 0.276482
55 -0.152719 0.181424 0.185178
207 -0.984673 0.047063 -0.557829
134 0.497981 -0.63605 -0.213189
448 0.348398 0.319538 -0.432302
305 -0.29827 -0.522582 -0.265267
470 -0.631249 -0.316623 -0.28266
360 -0.225626 0.831145 -0.877878
312 1.07457 -0.0567422 1.92546
320 -0.722059 -1.04325 -0.663339
344 -0.449399 0.240236 1.03639
476 -0.174275 -0.262316 1.42046
161 -1.08898 0.0428016 -0.000481292
473 -0.2397 0.515178 -0.877633
431 0.974138 -0.261846 -0.376017
129 0.235433 0.571935 0.184775
385 -0.0689207 0.396398 0.52058
105 0.686827 -0.209793 -0.407045
89 0.0305774 -0.406877 0.919533
321 -0.96267 -0.415318 -0.558772
329 -0.361389 0.0129306 -0.577232
270 -0.505599 -0.607972 -0.168214
162 0.28573 -0.347255 -0.637274
370 0.286316 -0.486425 0.550779
82 0.352053 1.58832 0.778205
338 -0.913298 -0.00522975 -1.39431
290 -0.125745 0.405824 -0.294389
59 0.164768 -0.061002 0.493395
154 -0.263028 0.405042 0.0838554
163 0.181954 -0.0566559 -0.0392113
475 -0.261051 0.526778 0.558068
491 0.0902671 -0.349254 0.859165
389 0.875201 0.0603101 0.736992
179 -0.183683 0.398962 0.108302
403 -0.00190779 -0.313991 -0.762568
363 0.480539 0.426789 1.42795
299 -0.857135 -1.51075 0.0102363
400 0.34605 -0.172356 -0.828591
289 1.22035 0.441078 -0.518911
392 -0.339975 0.101928 1.14543
288 -0.417276 0.347518 0.905938
292 -0.266852 -0.482648 0.526036
278 0.520489 0.103802 -0.532522
348 -1.19397 0.211371 -0.0628054
204 0.835112 0.742572 0.442683
165 -0.838165 0.417579 0.23623
477 -0.922348 -0.558628 0.134288
149 0.279292 1.73319 -0.566504
381 -0.477191 -1.18828 -0.0754344
69 -0.818388 0.222197 -0.871653
323 -0.330247 0.985317 -0.467015
172 0.381373 -0.366779 -0.502293
