# Time-averaged data for fix dump_rdf_22
# TimeStep Number-of-rows
# Row c_calc_rdf_22[1] c_calc_rdf_22[2] c_calc_rdf_22[3]
100000 500
414 3.49437 1.01681 198.117
415 3.50282 1.01679 199.584
416 3.51127 1.01672 201.058
417 3.51972 1.01383 202.536
418 3.52817 1.01149 204.016
419 3.53662 1.01158 205.504
420 3.54507 1.01035 206.998
421 3.55352 1.00768 208.494
422 3.56197 1.01012 210.001
423 3.57042 1.00924 211.515
424 3.57887 1.00787 213.033
425 3.58732 1.00528 214.554
426 3.59577 1.00513 216.083
427 3.60423 1.00301 217.615
428 3.61268 1.00475 219.157
429 3.62113 1.00361 220.705
430 3.62958 1.00473 222.262
431 3.63803 1.00261 223.822
432 3.64648 1.00005 225.386
433 3.65493 0.999018 226.956
434 3.66338 0.999178 228.533
435 3.67183 0.997781 230.115
436 3.68028 0.997668 231.704
437 3.68873 0.998263 233.302
438 3.69718 0.995555 234.902
439 3.70563 0.994868 236.509
440 3.71408 0.995759 238.124
441 3.72254 0.996932 239.749
442 3.73099 0.99437 241.377
443 3.73944 0.994212 243.012
444 3.74789 0.995796 244.657
445 3.75634 0.993889 246.306
446 3.76479 0.992949 247.961
447 3.77324 0.993423 249.625
448 3.78169 0.993987 251.297
449 3.79014 0.993294 252.975
450 3.79859 0.992718 254.659
451 3.80704 0.989778 256.346
452 3.81549 0.990282 258.042
453 3.82394 0.990711 259.746
454 3.83239 0.991009 261.457
455 3.84085 0.990949 263.177
456 3.8493 0.991714 264.905
457 3.85775 0.992291 266.642
458 3.8662 0.990491 268.383
459 3.87465 0.99225 270.135
460 3.8831 0.992688 271.895
461 3.89155 0.993552 273.665
462 3.9 0.994297 275.443
463 3.90845 0.995124 277.231
464 3.9169 0.994413 279.025
465 3.92535 0.993948 280.827
466 3.9338 0.994038 282.636
467 3.94225 0.994842 284.454
468 3.9507 0.995456 286.281
469 3.95915 0.997701 288.121
470 3.96761 0.994945 289.963
471 3.97606 0.994519 291.812
472 3.98451 0.996188 293.672
473 3.99296 0.994614 295.537
474 4.00141 0.997425 297.415
475 4.00986 0.998822 299.304
476 4.01831 0.999673 301.202
477 4.02676 0.999853 303.109
478 4.03521 0.999853 305.023
479 4.04366 0.99906 306.945
480 4.05211 0.998395 308.873
481 4.06056 1.00098 310.814
482 4.06901 1.00146 312.764
483 4.07746 1.00128 314.722
484 4.08592 1.00065 316.686
485 4.09437 1.00172 318.661
486 4.10282 1.00234 320.646
487 4.11127 1.00194 322.637
488 4.11972 1.00204 324.637
489 4.12817 1.00257 326.647
490 4.13662 1.00386 328.667
491 4.14507 1.00354 330.695
492 4.15352 1.00408 332.732
493 4.16197 1.00374 334.777
494 4.17042 1.0043 336.831
495 4.17887 1.00559 338.896
496 4.18732 1.00506 340.969
497 4.19577 1.00615 343.052
498 4.20423 1.00787 345.147
499 4.21268 1.00588 347.247
500 4.22113 1.00583 349.354
