ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
1200
ITEM: BOX BOUNDS pp pp pp
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
584 1.47395 0.646876 0.790632
1194 -0.233599 -2.29252 1.16076
70 0.543566 -0.408282 -0.628986
599 0.0515575 -2.36977 -0.865064
597 1.1754 -0.248572 -0.798478
775 -1.65632 0.848301 -1.05839
246 0.964296 0.923818 0.742133
539 0.992882 0.110422 -1.07245
150 -0.0416693 -1.43043 -0.454139
555 -1.04736 -0.720268 0.378772
709 0.752526 -1.55465 -0.46917
571 -0.411021 0.391723 1.90757
79 -0.0366135 0.304086 0.278658
432 0.715859 0.0774075 0.83898
954 -1.52496 -1.51127 -2.44272
603 -0.934085 -0.523419 -1.16084
697 -0.795308 -0.78213 0.324419
612 -1.42978 0.204321 0.999778
283 -0.229471 1.50313 -0.220145
3 0.268595 -0.906892 -0.682056
548 0.652474 0.388152 1.97221
484 -0.709313 1.50431 0.148245
970 -0.582159 0.718733 0.0517828
614 1.35332 -1.72915 -1.84546
92 -0.0533314 0.108759 0.381664
100 -1.16628 -0.476439 1.17094
108 0.652896 0.0656885 -0.439043
256 0.671656 0.119466 -0.435275
592 -0.035128 -2.15253 1.16403
963 0.455296 1.82924 -0.516186
414 -1.51119 -0.671206 1.02295
817 1.73673 0.963449 0.0142448
515 -0.258036 0.845104 -0.234394
564 -1.43378 0.131616 -0.298005
572 -0.439461 -0.361393 -1.18273
262 -0.282255 0.611959 0.825808
543 0.496145 1.02051 -0.146061
596 0.176298 1.60899 -0.642921
607 -1.70767 0.262981 -0.108648
765 0.437161 1.6019 1.49828
743 0.167347 -0.920687 -1.24376
428 2.23605 1.14061 1.23048
876 -0.63742 -0.811635 -0.739014
552 0.306954 -0.95842 0.93682
85 -1.02023 0.480965 -0.245579
1172 -1.08942 0.615888 -2.74347
109 0.457422 0.084473 -0.537225
808 -0.975735 0.229661 -2.59476
544 -0.342481 -0.773615 -0.0969989
537 -0.758509 -2.71517 0.951866
529 -2.15107 -0.0290941 -0.926443
294 0.663396 0.652602 -0.969575
80 -0.257021 -1.63772 -0.797793
557 -1.15846 -0.324483 -1.31616
91 -0.840184 -0.0980535 -0.184111
64 -0.762163 -0.246555 0.379263
61 0.237132 0.24601 2.22229
764 -0.99984 -0.0222332 -1.21231
589 0.267552 1.43426 2.15912
481 0.631032 2.14154 0.669359
605 -0.99069 -1.25632 0.11429
613 1.3749 1.39314 -1.32751
1128 -0.444116 -1.2941 -0.119809
62 0.64747 -0.291873 0.943515
72 -1.19166 0.989719 -0.432887
86 -0.392868 -0.356769 -0.792967
94 0.748207 0.105374 0.226269
551 0.732447 -0.49463 -1.74762
110 0.407728 -1.12096 -0.419491
63 -0.417465 0.143233 0.392969
594 0.606011 0.368622 -2.01745
526 0.164639 0.252211 0.313481
41 -0.925843 -1.15882 0.191313
491 0.452322 0.0380066 -1.03289
10 -0.101192 -1.1989 -0.963461
11 0.0166503 0.565392 -0.526871
722 1.7174 0.0241783 -0.273339
331 -0.0633066 -1.11919 0.3706
1200 1.46809 -0.906347 1.19539
706 0.114209 -0.822064 0.266677
698 -1.07087 -0.213476 0.846185
690 2.70601 -0.747939 -0.00266672
634 1.27221 -0.677902 -0.987996
139 1.9323 0.061155 0.972211
666 -1.66822 -0.245092 -0.0254554
658 -0.706636 0.854788 0.982433
767 1.45021 -1.90561 0.71815
650 1.9934 -0.137958 -0.337032
145 0.385106 -1.12105 -0.267532
1025 -1.87217 0.360426 -1.17571
664 0.00489094 -0.277738 -0.698374
146 -1.17796 -0.601318 1.53519
138 -0.439409 -0.0554216 0.567312
21 -0.258626 -1.48811 0.241614
642 -0.953586 0.337223 -0.0143327
711 -0.180808 -0.315789 -1.20783
687 0.904777 1.7549 -1.04413
136 0.0609136 1.25302 -0.348958
689 -0.598925 -2.02753 -0.896018
128 -0.443376 0.70503 -0.169622
621 0.193756 -1.02062 -0.995392
770 0.187263 -0.335153 -0.720954
648 1.03314 -0.120526 0.1098
692 1.36569 -0.175629 -0.733642
399 0.846471 0.026305 -0.523793
418 -0.76931 0.00998777 0.347591
688 -1.03393 1.29415 -0.768836
33 0.230301 0.883208 0.359813
1031 2.00528 -1.4995 -1.53313
831 -0.835947 1.08203 -0.47776
474 -0.210079 1.22311 0.823809
686 -0.691207 1.12552 0.174734
473 -1.06195 0.27703 1.03632
137 0.616923 -0.592673 -0.348172
129 -0.666951 0.374534 -0.688762
121 -0.985233 -1.16806 -0.49661
51 1.48903 -0.616082 0.412318
783 -2.17803 -0.17376 -0.842997
649 1.73862 -0.61556 -0.000703919
638 0.441044 -0.345592 -1.4187
665 -1.5484 1.87355 1.12057
303 -0.761937 -0.161851 0.926641
234 -1.07462 -1.11556 -0.268778
508 0.451138 -2.76122 0.486145
218 0.216375 -0.584899 0.522835
640 0.0489954 -0.891752 0.0623615
637 1.60532 -0.705106 0.620201
42 0.138832 -0.315883 -0.6713
9 0.108849 1.34914 -0.357993
661 0.638901 0.539353 -0.211384
147 -0.0793021 0.0207179 -1.12568
751 1.08773 -0.0558864 -0.972774
635 -2.20524 -1.10935 -0.893923
657 -0.52976 -1.07481 -1.61732
1091 1.7052 -0.678516 1.63735
123 -0.206193 -1.20337 -0.264404
659 -0.0866923 0.818521 2.30059
411 -1.87501 -0.197746 0.236795
24 -1.42164 -1.20039 -1.46274
450 -2.29304 0.479608 -0.40843
691 -0.99683 -0.290079 1.401
182 0.72971 -0.679311 -0.646014
663 -0.0883177 -1.26522 -0.773289
431 2.03651 -0.358932 -1.98803
671 -0.943349 -0.654791 -0.436445
623 -1.98949 -1.44006 0.289696
712 -1.71818 -0.038036 1.17375
470 0.377326 -0.700315 0.356341
5 0.546625 0.392226 0.494008
682 1.21354 -0.076669 0.784246
475 -0.99824 -0.852101 -0.374312
628 -1.09111 0.382057 0.604733
467 -0.533323 0.177212 -2.42714
639 -1.2838 1.54478 1.98985
8 -0.99236 -0.353735 0.990387
809 -0.593177 0.320251 -1.21877
678 0.628169 -0.792762 1.69751
668 -0.41754 -0.558828 1.38772
684 -1.16222 -1.06763 -0.0534823
1017 -1.5763 0.682259 -0.166688
734 -0.944829 0.846624 -1.21056
460 -1.46875 0.373137 1.19465
131 -0.514472 -0.33529 1.85451
28 -0.258304 -0.706819 0.499596
694 -2.01992 0.487115 -0.409469
127 -0.155351 -0.00974636 -0.229552
133 -0.471916 -1.06721 -0.802756
462 -1.71825 1.07501 -0.639599
629 0.122802 0.867874 1.31855
47 -0.837027 -0.151136 0.284176
122 -0.473556 -1.5305 -0.749221
645 -0.0963718 1.11456 0.534231
1152 0.670186 2.0444 -0.280189
135 0.452756 -0.86059 0.784747
440 -0.0366021 -0.26167 1.01766
724 -0.342397 0.74466 -0.637055
685 1.45063 0.0230952 2.00906
693 -0.950689 -0.572687 1.35629
117 -0.0119615 -0.949075 -0.554232
701 1.441 -0.00559625 -0.482281
160 -1.49354 -0.148566 0.49329
672 1.08438 -0.508948 0.909043
1037 1.04758 -0.0635052 1.4319
477 -0.687132 1.87608 0.0433331
144 0.157574 -0.722917 0.0704311
652 1.26792 1.14268 0.389693
142 0.35778 0.131234 -0.33431
1087 -0.565255 1.71068 -1.13491
401 -1.27606 -0.850996 1.16627
754 -2.18594 -0.83739 1.01332
719 -1.45919 0.922294 -2.33686
654 -0.32439 -0.956005 0.0801862
662 -0.0267479 -1.68296 -0.47339
670 -0.949955 -1.48064 0.0632344
875 0.0101999 0.766632 0.17222
7 0.802711 -0.721936 -0.639685
1070 1.50437 0.611868 1.97833
702 0.00414971 1.31537 0.349609
104 0.0787377 0.608467 -0.0858695
655 -0.946023 1.06502 0.079667
598 -0.578067 0.0504413 0.715899
727 -0.389833 -0.0835751 2.0459
336 -0.98145 0.167453 0.364913
44 0.458046 0.527064 -0.259902
421 -1.47255 0.214658 0.602833
483 0.579383 0.189084 0.272466
911 2.3582 0.0449079 0.86202
1 0.701494 0.384519 0.769474
676 -2.30603 1.63797 -0.23898
125 -1.49592 0.920593 -0.639938
441 -0.886065 -0.516274 1.62424
721 0.79954 0.355937 0.969588
630 -0.0473607 -0.551711 0.00503398
332 1.03629 -1.10113 -0.014537
696 1.08408 -0.474932 -0.0710195
632 0.628223 0.561474 -0.895745
172 0.339753 -0.380784 0.695854
1021 -0.106619 -1.57208 1.12949
674 0.955407 1.12113 -0.675227
1059 0.965828 2.15658 1.29263
444 -1.85653 -0.135246 -1.73783
19 0.47279 -1.50394 -0.641592
112 0.481608 -0.774161 -0.54774
393 0.0830955 0.194937 0.37541
803 -0.973735 -0.446658 0.65187
547 -0.856006 -1.83287 1.16708
787 1.7536 -0.744187 -0.250864
161 0.609516 -0.94094 -0.151173
124 -1.28906 -0.304195 -0.684593
771 -0.369451 0.164442 0.819362
733 -0.625306 1.20833 -1.36681
755 0.17961 -1.20017 1.02064
747 -0.0667409 2.33198 -1.29163
739 -1.93256 -0.215168 0.700515
731 -1.41542 -0.0411641 -1.72786
158 1.25063 0.59176 0.103295
163 0.978346 0.30921 0.48703
187 -0.75232 0.121352 -0.211953
179 0.105279 -0.0433598 0.97419
811 2.27262 1.34929 -0.65249
115 0.37583 -1.1597 2.19396
736 0.787069 0.983762 0.128635
380 -1.7233 -1.52812 -0.567364
430 -0.873544 0.300802 -0.725242
728 1.59453 -1.41243 1.0334
760 0.610423 1.07062 1.29392
744 -1.15306 1.53874 -0.187568
534 -0.258498 0.0816639 -0.0113233
683 0.554043 -1.30579 0.00634465
768 -0.0719785 -0.207539 0.338895
1144 0.429621 0.644175 1.80342
565 -0.320099 0.631113 -0.591665
1177 0.430913 -1.49132 0.501924
800 0.473406 1.08014 1.66394
157 -0.0127262 -0.331879 -1.13332
532 0.301116 2.06732 0.42534
816 0.937628 0.543639 -1.36858
184 -0.165904 1.27353 0.598673
746 -0.317524 -0.313186 -0.782618
705 -0.472711 -1.93339 1.22195
76 -0.647292 1.56834 0.346286
169 1.28637 0.677707 -0.898891
177 -0.168877 0.449025 0.965744
815 -1.87424 -0.056743 -0.322177
103 -0.255359 -0.12997 0.0397098
737 -0.0284408 0.630111 0.198074
530 0.192342 -1.43884 -0.369876
1182 -1.06397 -0.0834388 1.0184
714 1.73923 -0.791612 0.388232
170 -0.0159297 0.535593 0.384279
387 0.845192 1.5482 0.505128
164 -0.0507624 0.887345 0.0356097
799 -0.643503 -0.0559127 -3.22726
173 -0.404076 0.638556 1.01143
801 -0.725966 -1.17029 1.67971
57 1.68832 0.719421 -0.299688
735 2.29297 -1.06597 0.757881
511 -1.34791 2.108 -0.68374
93 -0.0652126 0.65471 1.11209
718 0.614121 -0.694814 -0.638508
761 1.71257 -0.219387 1.20887
804 0.084101 -0.844133 0.216221
730 -0.65541 0.00985739 -0.864824
149 1.13015 0.414915 -2.11518
560 -0.812466 -1.17198 -0.210286
159 -1.2792 0.0291515 -1.68499
1151 -0.564319 0.534881 0.582159
1042 0.912612 -2.02419 1.10469
738 1.02183 1.12959 0.0791857
627 1.08763 0.0442727 -0.347532
517 -0.854152 -0.849734 -0.265258
522 -0.316395 1.93452 0.627187
152 -0.0735911 1.41238 0.471837
786 1.74702 1.56579 -0.41005
641 0.355695 -1.78622 -0.0551131
794 -0.896408 1.08385 0.745529
802 -1.15485 1.33178 0.796381
785 0.267294 0.236904 -0.360272
818 0.261358 -2.07318 1.2296
478 -0.478263 0.210738 -1.89081
155 0.787799 0.137865 1.00225
778 -0.465417 1.77192 0.629879
651 -0.468985 -0.951157 0.374423
574 0.28344 -0.0612456 -0.0440859
196 0.593188 0.121652 0.705374
779 0.222849 1.06982 -0.475198
105 0.917888 -0.619055 -0.622348
756 -0.099371 -1.0801 0.617651
73 -1.43093 -0.979213 -0.444485
189 -0.0562039 -0.956225 -0.466153
156 -0.273178 2.00767 -0.289365
780 0.278986 0.393268 0.224167
796 -1.43386 -1.86787 1.88686
190 -0.852771 -0.118873 -1.48091
812 0.060672 0.405708 -0.963127
359 -0.00392754 0.263105 0.797403
1191 0.238877 0.478446 1.18623
375 -1.14514 0.347753 0.222251
181 0.607754 -0.0757014 0.893806
168 1.45837 -0.680457 1.10538
792 0.137053 -1.0937 1.16216
624 0.0322974 -1.48187 0.697937
669 0.242117 -2.46959 1.27727
741 -1.54662 -2.03676 -0.753534
513 0.818797 -1.61498 -0.249832
341 0.326716 -0.132906 -0.501969
870 -0.835543 0.157231 0.194285
611 -1.33583 0.91748 -2.54443
773 1.57437 1.98762 -0.68784
820 -0.0371004 -0.505361 -1.70373
789 -0.633791 -0.971385 1.0356
1129 0.89462 -0.713436 -0.48374
810 1.38608 1.61069 0.654773
813 0.957584 -1.15347 0.721325
185 -0.461725 -0.13447 0.744271
749 -0.287914 1.00673 -0.60626
769 -0.861609 1.58304 1.81695
88 -0.0986214 0.581612 -0.547486
631 -0.608127 2.16211 -1.64705
726 0.850589 1.08323 1.61637
533 -0.819306 -1.44615 -0.0951735
167 0.719391 -0.201128 -0.246269
1171 -0.369964 0.00575632 -2.52033
750 -0.0371248 0.557187 1.36244
758 0.625705 -0.106693 0.850069
766 0.500876 1.53524 0.135534
558 2.32887 -0.748627 -0.0453143
805 1.05471 -0.0573905 -0.854791
748 1.00108 2.98683 1.19348
806 0.717311 0.806023 -1.60961
814 -1.38603 0.737929 0.430177
535 0.206333 -0.352389 0.575382
151 0.555279 0.70602 0.0494275
82 -0.106724 -0.414767 -0.725949
667 -0.340113 -1.67453 -0.595001
1160 -0.201995 -1.00628 -1.26978
793 0.693226 1.2752 0.759132
175 -1.67891 0.593141 -0.344205
183 -0.0478816 -1.37975 0.34904
178 0.463598 0.542478 0.241414
351 -1.34106 -0.102828 -0.0742438
281 1.17274 -0.296649 1.16105
1164 0.884351 -0.607918 1.45026
188 -0.366356 -0.108288 -0.576777
153 -0.368499 0.736913 -0.36636
680 -0.737556 0.0633847 -1.23083
120 -1.54735 0.697736 1.60907
677 0.31711 0.0426292 2.36466
202 -0.37219 0.243143 1.00417
1123 -1.40416 0.356531 -0.0573689
1114 -0.0931631 1.16938 -0.345505
732 0.608624 -0.850322 0.170604
601 1.40915 0.535628 0.162677
615 -0.339462 -1.64737 -2.18136
12 -0.261663 -3.05796 0.532892
520 1.72039 0.195691 2.38756
301 -0.455897 1.98209 -1.57836
900 0.0703559 0.661293 2.021
871 -0.617864 -0.767775 -0.76232
284 0.157678 1.83384 0.789394
223 -0.187034 0.126825 0.480741
868 -0.283904 -0.151001 -0.43347
204 -0.897419 -0.223033 0.12568
860 -0.0164095 1.8221 -0.71262
585 1.59198 -0.239285 0.874106
1188 0.0780172 -1.15341 -0.993877
836 -0.0228896 -1.06845 1.75256
828 -0.375237 -0.871732 -0.179013
244 0.597969 -1.6871 -0.109463
996 -0.0970617 -1.33505 -0.782359
209 0.305507 -1.58418 0.147769
976 0.12827 1.82492 1.40684
220 0.382445 -0.075824 -1.62108
885 0.849178 -1.32606 -0.407326
1023 1.59795 -0.628808 -0.0889703
224 0.0618755 1.04291 -1.87007
843 -0.465502 0.518128 1.02819
240 -2.31927 -0.521642 -0.522446
248 -0.296719 -0.379967 0.20787
840 0.0612975 0.303415 1.7978
832 -0.641473 0.597282 -1.26093
16 -1.24638 0.2865 -0.548988
208 -0.325677 0.742232 -1.32575
1054 -0.828945 0.676985 -1.29882
848 2.0566 0.836737 -0.823656
864 -0.132764 -0.560019 2.03909
872 -0.417645 1.89022 -1.03825
216 0.5076 -1.20345 -0.564325
888 -0.0926992 0.157833 1.08438
879 -0.898574 0.533941 0.545436
200 -0.856503 0.986865 -0.25428
904 -1.38718 0.515965 0.198969
197 -0.32045 -0.558747 0.873705
912 2.15446 -0.998064 -0.17483
703 0.179087 -0.0857479 -0.328652
823 1.27541 -0.0213611 0.723821
217 -0.116592 -0.489674 -0.174133
225 -0.484002 -0.116501 0.104032
989 0.424692 -0.540407 0.0814141
241 0.414316 0.333089 -0.683403
991 -1.70345 -0.200359 -0.336292
265 -1.02658 -0.107767 -0.995424
910 0.95903 -1.59754 0.933817
909 -0.0477131 2.18448 -0.993764
250 -0.337239 -1.23057 0.438455
207 1.2803 -0.159499 -1.28126
857 -1.28321 0.833626 0.5265
1007 -1.38142 -2.30403 -1.3074
873 -1.48966 -0.102424 -0.621654
881 0.517695 -1.41603 0.163047
889 0.373432 -0.172446 0.712547
201 0.909605 1.73492 -0.387273
897 -0.735555 0.196054 0.149489
905 -0.751921 -0.364552 -1.6384
448 0.34933 0.0423489 -1.4229
986 0.633025 2.33389 -1.61315
844 0.349999 0.193011 0.446057
360 -0.486793 -0.386283 0.440117
964 0.238788 0.234969 -0.972955
1081 -0.823741 -1.26832 0.273427
1003 -0.45214 -0.76249 -0.583902
229 1.36259 -0.365278 0.500611
210 -0.4982 -0.0910181 -0.859046
1196 2.18124 -0.718503 0.4799
1026 -0.294448 1.3091 0.337287
953 -0.601757 -0.0119143 -1.06271
896 -0.151847 1.32213 -2.94305
1002 0.0480394 -0.0889592 -0.851915
824 0.232475 0.248055 -0.730373
882 -1.27643 1.40684 -0.810013
850 -0.442685 1.26691 1.20188
479 -0.273788 1.36491 0.858583
898 0.335563 0.241559 -1.1935
206 -0.434418 0.00393709 0.4718
914 0.512846 -0.454204 -2.76652
402 2.8583 -0.378589 0.207251
211 1.46418 -0.603878 1.67361
397 0.662576 -0.488837 0.824418
219 -0.277825 -0.715432 1.76887
895 0.85075 1.1891 -0.204838
235 -0.600428 1.33591 0.0560603
243 1.4275 -0.154354 -0.989286
827 -1.31411 2.11274 1.73875
835 -0.216257 1.43878 -0.153097
205 0.721633 0.104251 -0.470215
299 -0.707076 -0.968968 0.294085
1071 -0.290343 -0.163384 -1.33322
867 -0.660178 0.812262 1.82187
994 2.63174 0.338777 2.73891
400 2.59798 -2.08814 -1.06777
883 -0.369272 0.156693 -1.30975
891 0.136222 -0.944108 -0.837123
874 -1.29418 0.612619 -0.745964
915 -1.16618 1.31187 -0.878664
826 -0.712214 -1.68912 -0.18341
1018 0.3086 -0.574372 0.234767
221 -0.765581 1.37684 -0.618397
238 0.20031 -1.54551 -0.151638
213 0.69426 -0.882002 -0.519435
461 -0.774472 0.389248 -0.775127
317 -0.952967 -0.0183303 0.502209
302 0.338898 0.326036 -1.14258
505 -0.353661 -0.512411 -0.374214
245 1.64656 -0.488456 1.14523
853 -0.821232 -0.275736 0.4788
278 -0.364956 0.254947 -0.437794
849 0.112976 -0.435966 -0.868578
869 0.766525 0.153946 0.765437
877 2.55911 0.741278 0.886579
1048 1.77122 0.729913 -1.0219
893 -1.84796 1.5991 1.55934
901 -0.651732 1.81918 0.829201
973 0.474076 1.00056 0.961046
1096 1.15377 0.946582 2.75964
1027 0.666774 -1.5583 0.201136
502 0.620415 -1.47978 0.588695
222 0.203136 -0.439631 2.08951
214 0.546663 0.184153 1.22824
230 -1.34154 0.0342189 -0.160306
289 -0.478739 -0.786099 0.341569
2 -0.0160607 -0.0968656 0.363928
822 0.850223 0.556832 1.54138
830 0.0566219 -0.518007 -0.299441
838 -0.871925 -0.73339 2.37164
839 -0.0840965 -0.247789 -1.34484
862 1.19714 -0.365511 1.16282
878 0.0827307 -0.794104 0.948601
894 1.17843 1.09405 1.44171
902 -1.36355 -0.407229 0.228626
851 0.269077 0.890009 -0.424963
239 0.0403819 0.0392959 0.816044
277 0.492739 1.58262 0.288597
941 -0.612637 0.989707 -0.530089
465 0.0415414 0.531675 -0.0355419
890 -1.00218 1.08458 -1.11597
1004 0.167926 0.63128 0.929687
978 0.163664 1.13277 -0.258717
312 -0.907973 0.278058 0.406726
471 1.62576 -0.292901 0.211172
452 0.853466 -0.276248 1.96295
932 0.950037 1.82791 -1.02468
1075 0.0623684 -1.31741 0.0559372
699 -0.699503 0.839236 0.621484
111 -0.948536 -0.561447 0.646748
1187 -0.15838 -0.278826 -0.813355
1032 1.35955 -1.09762 -1.87831
426 -0.114838 -1.46154 0.914087
1090 0.243973 -0.163868 0.412745
497 0.977221 0.780225 -3.32186
952 0.425673 0.50044 -2.09438
118 0.609101 0.441441 -0.952247
510 -0.777441 0.850214 -0.207972
956 -1.52225 -0.567359 1.52995
580 -1.38013 -2.03574 -1.1607
253 -0.576677 -0.127516 -0.272339
575 -1.74444 -0.347404 -0.870756
939 0.178822 -0.500166 -0.572669
965 0.859569 1.16607 -1.09638
957 0.248642 -2.17003 -0.207347
74 -1.60241 0.206767 -0.0126311
304 0.712524 -0.117732 0.212615
90 0.106961 -1.17365 0.9178
846 -0.894163 0.72774 0.208419
323 0.340966 0.0200812 -1.11396
927 1.27514 1.51447 0.0680977
390 -0.156094 -1.36291 0.375136
285 0.408828 -0.905755 -0.280207
553 0.0273618 0.582405 -0.0237849
968 0.715798 0.171951 0.742021
372 0.267593 -0.816366 -0.9878
251 0.908367 0.611173 -0.204128
280 1.13881 -0.800075 1.33127
288 -0.892649 -0.080896 -0.768839
296 1.13731 -1.40991 -0.509008
264 1.4045 -0.554383 -1.12178
913 -0.176244 -0.365977 -0.108698
920 -0.756403 -0.96657 -0.292317
921 -0.334709 1.67536 2.83765
936 -0.6327 -2.30147 -1.24509
944 -0.663196 1.29615 -0.383836
56 -0.0473453 -0.17292 0.695203
960 0.167841 0.490239 -0.766734
1008 -0.888576 1.03165 -1.62022
740 1.59149 0.669724 -0.0163781
409 0.823919 -0.482566 -0.38229
992 -0.719382 1.06394 -0.363906
951 -1.61028 0.826084 -0.516482
990 2.0585 1.40887 -1.66974
350 1.02888 -0.651863 -0.996348
1112 -0.354069 -1.67135 -2.38173
988 0.9661 0.320379 0.254436
531 0.622979 0.250657 -2.35961
297 -0.531713 -0.696023 -0.915583
52 1.59125 -0.52985 0.790398
929 0.277839 2.49908 -1.07598
540 1.00322 -0.345479 -0.244375
945 -0.346462 -0.454219 1.07231
961 2.05837 1.18551 1.11907
257 -0.244883 0.519173 -0.574067
1178 -2.22477 1.08114 -0.126469
977 2.37312 -0.830029 -1.51781
908 0.526479 -0.180593 -1.21881
556 0.00256361 -0.172338 -0.439536
1001 1.09679 -0.668436 1.74347
272 0.00591699 -0.236864 -0.724107
274 1.36924 -0.154143 0.989361
282 -0.302919 -0.713417 -0.118694
266 0.164278 0.827802 0.0339822
1000 0.975076 1.00887 0.447356
507 -1.37341 -0.032095 1.47148
922 -0.925122 0.717625 0.988673
1005 -0.0233743 -0.183558 0.600679
938 0.902272 -2.16224 -0.528362
946 -0.0732602 0.645804 -0.77751
1150 -0.750468 -1.44282 -0.5751
215 -0.173075 -0.0779104 -0.8079
962 0.275586 -0.421228 -1.09535
942 -1.23686 -2.7594 0.218877
567 0.0354965 2.21681 -0.792349
87 -0.094049 -0.98572 1.00157
586 -0.271604 -0.444257 -0.569927
1010 -0.350146 -0.686203 -0.762977
506 0.121356 1.45386 -1.56328
1174 0.347214 -0.816171 0.905057
999 -0.337871 -1.46018 -0.620959
886 0.656569 -0.177073 0.927058
374 0.566553 1.2094 0.0888631
275 -0.704055 0.878593 -0.390248
267 -1.50306 -0.112565 -0.119144
1190 1.33602 0.630561 0.637286
291 -0.996567 -0.685788 -0.651231
781 -0.0345786 -0.519825 1.74841
504 -0.967707 -0.125888 0.626142
618 -0.300753 -1.52123 -0.115061
947 -1.10607 1.32591 0.0756197
259 -0.0839558 0.326853 2.45916
955 -0.551095 -1.1247 0.123295
1060 2.51923 0.929077 -0.178689
295 -1.20798 0.394288 -0.210998
979 -1.1664 1.44524 -1.67087
987 0.979613 2.08991 0.02608
995 0.879359 -0.132752 -0.0288991
975 -0.216303 -0.214673 0.255239
270 0.607218 -1.01274 -0.944156
619 -0.707801 0.166397 -0.396069
926 0.925869 -1.11778 1.22186
1143 0.327874 0.270554 0.389592
268 0.124748 0.0647723 -0.579613
997 0.0173887 0.516813 1.33809
1133 0.251787 0.587064 0.672033
292 1.30357 0.310204 -0.268779
300 -1.16595 0.539705 1.10823
924 0.61011 0.466803 -0.064931
916 1.01271 -0.120969 0.992392
1186 1.89034 1.52254 0.376521
606 0.362387 0.296674 0.223352
948 -1.46954 0.22435 -0.62838
273 -0.888465 -1.55635 -0.286492
604 1.28061 0.0976837 0.509341
940 0.342477 0.989287 0.603761
969 0.133588 -0.064074 -1.43761
365 -0.101403 0.0123758 -0.80323
99 0.597828 -1.48414 0.999898
252 -0.378776 -0.765782 0.0143114
203 -0.0544056 0.635136 1.3862
1012 0.858885 -1.39872 0.524098
60 0.380354 -0.364569 -0.672846
516 1.23975 0.575907 -1.35703
959 0.143347 1.00277 0.566632
967 2.79075 1.1331 -0.00834251
980 -2.13974 2.47147 -3.34285
286 1.01389 0.441611 -0.302414
276 -0.471329 0.345264 0.0694229
931 -0.53468 1.26165 0.675283
394 -1.27724 -0.0738395 -0.999962
385 -0.758275 0.284077 -0.589493
934 0.359453 0.355669 0.524303
966 0.892616 0.642693 -0.295294
950 1.8241 -1.25504 -1.01765
958 0.5532 3.37298 -0.763205
577 0.385109 -3.4252 1.71143
974 -0.378461 0.548344 0.690747
928 -0.160307 -0.709667 0.488769
353 -0.140263 -0.861856 0.0292765
357 0.180902 -0.573424 -0.222335
1122 1.42486 0.729479 0.229981
1006 -0.157866 0.844133 1.40422
1173 -0.589872 -1.12034 -0.185628
261 -1.29017 0.126419 0.121934
579 -0.0472435 -0.63656 -1.60869
279 -0.753526 0.392701 0.810763
287 0.138527 -0.310039 0.721206
254 -1.85401 0.318524 -0.156895
588 -1.43855 -1.5305 -0.248697
263 -0.161517 0.496864 0.337451
69 0.680178 -0.589143 -0.451819
935 0.322658 -0.47826 -1.28424
943 1.40683 -0.555194 -2.03183
856 0.995372 -0.961113 -0.306246
1109 0.835372 0.358372 -0.659345
78 -1.43583 0.527262 0.102209
930 -1.52261 -0.196858 0.36827
95 1.03369 -0.317595 0.498466
1132 -0.188458 0.986253 -0.415496
919 -0.922804 -2.19591 1.3232
362 0.414241 0.88536 -0.668254
46 -0.0399957 0.377612 0.655764
795 1.20671 0.774239 0.113879
600 1.84646 1.57721 -0.421134
563 0.572755 0.208286 -2.36271
933 -0.948056 0.64518 -0.256478
1125 0.634556 0.997594 -0.80485
1136 0.322888 2.18888 -0.627625
622 0.604928 -1.47396 2.58471
1166 1.72633 0.450998 0.967602
1078 -0.217155 -1.02655 0.263741
675 -0.875937 -0.478692 -0.0203328
1062 0.922994 1.65159 -0.167204
310 -0.88451 0.588673 -1.73966
713 -0.296989 -0.416644 0.716905
1079 2.04771 1.39936 -2.02181
335 0.395836 0.192975 -0.0799403
1030 0.959771 0.573528 -0.186088
1185 0.427465 0.787636 1.13962
1014 1.4837 1.00233 -1.4476
126 -0.483315 0.031005 -0.683487
337 -0.0230919 -0.115622 -0.905657
334 -1.30648 0.879125 0.148316
1193 1.56958 0.241791 -1.529
1068 0.834211 -1.11336 -0.0642173
647 1.6882 1.97395 -0.695514
1104 -1.1801 -0.0420755 -1.22674
328 0.106394 1.00255 -0.307853
320 -0.0796928 0.510153 0.7506
1088 2.31753 -0.654301 -0.268626
710 1.03868 -0.575212 1.46657
1024 1.35727 -0.51295 -0.73777
227 -1.38404 -1.07598 -0.768407
1040 0.386092 -0.735772 -1.18026
1055 -0.0231244 -0.00101991 0.548196
1056 -0.468987 1.06192 0.673236
1064 1.49195 -0.73071 -0.645449
1142 1.93066 -1.12249 -0.429292
708 -0.406007 -0.245446 1.0219
1038 -0.0678067 0.0793886 0.363656
892 0.908437 0.381995 -1.19225
1095 0.811534 0.865249 -0.788488
321 -1.00381 0.324579 0.111113
833 0.877649 -0.691582 -1.305
370 -0.427898 0.174406 -1.19645
1086 0.536299 2.16052 0.374923
