# Time-averaged data for fix dump_momentum
# TimeStep c_calc_momentum[1] c_calc_momentum[2] c_calc_momentum[3]
94300 -8.16236e-13 1.71418e-13 8.65974e-14
94400 -8.21121e-13 1.59428e-13 1.06581e-13
94500 -8.20677e-13 1.62537e-13 8.88178e-14
94600 -8.33111e-13 1.69198e-13 1.03029e-13
94700 -8.34888e-13 1.48326e-13 1.04805e-13
94800 -8.34888e-13 1.57652e-13 1.14575e-13
94900 -8.52651e-13 1.56763e-13 1.26121e-13
95000 -8.52651e-13 1.81632e-13 1.11022e-13
95100 -8.73968e-13 1.94511e-13 9.72555e-14
95200 -8.79297e-13 1.62537e-13 7.28306e-14
95300 -8.54428e-13 1.86962e-13 7.90479e-14
95400 -8.56204e-13 1.86295e-13 7.77156e-14
95500 -8.58869e-13 1.90958e-13 5.61773e-14
95600 -8.65086e-13 1.79412e-13 5.41789e-14
95700 -8.73746e-13 1.61648e-13 7.28306e-14
95800 -8.65086e-13 1.73195e-13 6.03961e-14
95900 -8.69527e-13 1.70086e-13 6.30607e-14
96000 -8.7752e-13 1.66755e-13 5.4623e-14
96100 -8.71303e-13 1.803e-13 5.59552e-14
96200 -8.54872e-13 2.18048e-13 5.77316e-14
96300 -8.5798e-13 2.10498e-13 5.72875e-14
96400 -8.81073e-13 2.20268e-13 6.39488e-14
96500 -8.73968e-13 2.35811e-13 7.81597e-14
96600 -8.84626e-13 2.36255e-13 7.72715e-14
96700 -8.73079e-13 2.42473e-13 1.08802e-13
96800 -8.75744e-13 2.14051e-13 1.05249e-13
96900 -8.65086e-13 2.40252e-13 1.108e-13
97000 -8.33555e-13 2.36255e-13 1.13687e-13
97100 -8.25118e-13 2.35367e-13 1.1724e-13
97200 -8.3622e-13 2.26041e-13 1.1724e-13
97300 -8.30447e-13 2.11831e-13 9.05942e-14
97400 -8.31335e-13 2.15605e-13 9.9476e-14
97500 -8.15348e-13 2.22045e-13 9.23706e-14
97600 -8.12683e-13 2.52243e-13 1.08358e-13
97700 -8.11795e-13 2.39808e-13 9.23706e-14
97800 -8.0469e-13 2.29594e-13 8.70415e-14
97900 -8.15348e-13 2.30926e-13 9.50351e-14
98000 -8.2423e-13 2.1938e-13 1.02141e-13
98100 -8.08242e-13 2.31815e-13 1.26121e-13
98200 -7.88702e-13 2.22045e-13 1.1724e-13
98300 -8.07354e-13 2.25597e-13 9.61453e-14
98400 -8.31335e-13 2.04281e-13 1.03917e-13
98500 -8.33111e-13 2.06946e-13 9.4591e-14
98600 -8.37552e-13 2.2693e-13 8.88178e-14
98700 -8.33111e-13 2.27374e-13 8.70415e-14
98800 -8.49099e-13 2.26485e-13 7.4607e-14
98900 -8.72191e-13 2.30038e-13 7.30527e-14
99000 -8.73968e-13 2.34479e-13 5.9952e-14
99100 -8.81073e-13 2.27374e-13 5.68434e-14
99200 -8.9706e-13 2.34479e-13 4.92939e-14
99300 -8.78408e-13 2.16716e-13 7.01661e-14
99400 -8.9706e-13 2.00284e-13 6.30607e-14
99500 -8.75744e-13 1.9762e-13 4.61853e-14
99600 -8.54428e-13 1.73639e-13 4.44089e-14
99700 -8.58869e-13 1.50102e-13 4.08562e-14
99800 -8.73968e-13 1.48326e-13 3.59712e-14
99900 -9.04166e-13 1.44551e-13 1.59872e-14
100000 -9.00169e-13 1.36335e-13 9.76996e-15
